Navn;Stasjon;Tid(norsk normaltid);Middeltemperatur (døgn);Maksimumstemperatur (døgn);Minimumstemperatur (døgn);Nedbør (døgn)
Trondheim - Voll;SN68860;01.01.1997;-0,5;-;-;3,4
Trondheim - Voll;SN68860;02.01.1997;-5,4;-;-;-
Trondheim - Voll;SN68860;03.01.1997;-1,2;-;-;-
Trondheim - Voll;SN68860;04.01.1997;1,7;-;-;-
Trondheim - Voll;SN68860;05.01.1997;1;-;-;-
Trondheim - Voll;SN68860;06.01.1997;0,9;-;-;-
Trondheim - Voll;SN68860;07.01.1997;1,3;-;-;-
Trondheim - Voll;SN68860;08.01.1997;-1,2;-;-;-
Trondheim - Voll;SN68860;09.01.1997;-3,6;-;-;-
Trondheim - Voll;SN68860;10.01.1997;-5,9;-;-;-
Trondheim - Voll;SN68860;11.01.1997;-12,1;-;-;-
Trondheim - Voll;SN68860;12.01.1997;-1,2;-;-;-
Trondheim - Voll;SN68860;13.01.1997;4,3;-;-;-
Trondheim - Voll;SN68860;14.01.1997;4,2;-;-;-
Trondheim - Voll;SN68860;15.01.1997;4,9;-;-;-
Trondheim - Voll;SN68860;16.01.1997;2;-;-;-
Trondheim - Voll;SN68860;17.01.1997;0,6;-;-;-
Trondheim - Voll;SN68860;18.01.1997;0,5;-;-;-
Trondheim - Voll;SN68860;19.01.1997;2,4;-;-;-
Trondheim - Voll;SN68860;20.01.1997;2,4;-;-;-
Trondheim - Voll;SN68860;21.01.1997;6,2;-;-;-
Trondheim - Voll;SN68860;22.01.1997;3,1;-;-;-
Trondheim - Voll;SN68860;23.01.1997;0,7;-;-;-
Trondheim - Voll;SN68860;24.01.1997;-3,5;-;-;-
Trondheim - Voll;SN68860;25.01.1997;-1,4;-;-;-
Trondheim - Voll;SN68860;26.01.1997;-0,4;-;-;-
Trondheim - Voll;SN68860;27.01.1997;0,4;-;-;-
Trondheim - Voll;SN68860;28.01.1997;0,9;-;-;-
Trondheim - Voll;SN68860;29.01.1997;4,8;-;-;-
Trondheim - Voll;SN68860;30.01.1997;2;-;-;-
Trondheim - Voll;SN68860;31.01.1997;-0,8;-;-;-
Trondheim - Voll;SN68860;01.02.1997;-1;-;-;2
Trondheim - Voll;SN68860;02.02.1997;-3,6;-;-;-
Trondheim - Voll;SN68860;03.02.1997;2,2;-;-;-
Trondheim - Voll;SN68860;04.02.1997;0,3;-;-;-
Trondheim - Voll;SN68860;05.02.1997;-1,4;-;-;-
Trondheim - Voll;SN68860;06.02.1997;0,9;-;-;-
Trondheim - Voll;SN68860;07.02.1997;2;-;-;-
Trondheim - Voll;SN68860;08.02.1997;1,3;-;-;-
Trondheim - Voll;SN68860;09.02.1997;0;-;-;-
Trondheim - Voll;SN68860;10.02.1997;3,3;-;-;-
Trondheim - Voll;SN68860;11.02.1997;2,5;-;-;-
Trondheim - Voll;SN68860;12.02.1997;0,9;-;-;-
Trondheim - Voll;SN68860;13.02.1997;-5,1;-;-;-
Trondheim - Voll;SN68860;14.02.1997;-12,1;-;-;-
Trondheim - Voll;SN68860;15.02.1997;-11,9;-;-;-
Trondheim - Voll;SN68860;16.02.1997;-8,9;-;-;-
Trondheim - Voll;SN68860;17.02.1997;-2,9;-;-;-
Trondheim - Voll;SN68860;18.02.1997;-0,2;-;-;-
Trondheim - Voll;SN68860;19.02.1997;-0,1;-;-;-
Trondheim - Voll;SN68860;20.02.1997;2,6;-;-;-
Trondheim - Voll;SN68860;21.02.1997;0,4;-;-;-
Trondheim - Voll;SN68860;22.02.1997;2,8;-;-;-
Trondheim - Voll;SN68860;23.02.1997;4,7;-;-;-
Trondheim - Voll;SN68860;24.02.1997;3,8;-;-;-
Trondheim - Voll;SN68860;25.02.1997;3,4;-;-;-
Trondheim - Voll;SN68860;26.02.1997;-1,3;-;-;-
Trondheim - Voll;SN68860;27.02.1997;-1,2;-;-;-
Trondheim - Voll;SN68860;28.02.1997;4;-;-;-
Trondheim - Voll;SN68860;01.03.1997;3,5;-;-;0,3
Trondheim - Voll;SN68860;02.03.1997;4,7;-;-;-
Trondheim - Voll;SN68860;03.03.1997;1;-;-;-
Trondheim - Voll;SN68860;04.03.1997;1,5;-;-;-
Trondheim - Voll;SN68860;05.03.1997;4,7;-;-;-
Trondheim - Voll;SN68860;06.03.1997;3,4;-;-;-
Trondheim - Voll;SN68860;07.03.1997;6,5;-;-;-
Trondheim - Voll;SN68860;08.03.1997;3,7;-;-;-
Trondheim - Voll;SN68860;09.03.1997;4,8;-;-;-
Trondheim - Voll;SN68860;10.03.1997;5,2;-;-;-
Trondheim - Voll;SN68860;11.03.1997;4,7;-;-;-
Trondheim - Voll;SN68860;12.03.1997;4,3;-;-;-
Trondheim - Voll;SN68860;13.03.1997;-1,1;-;-;-
Trondheim - Voll;SN68860;14.03.1997;-2;-;-;-
Trondheim - Voll;SN68860;15.03.1997;-4;-;-;-
Trondheim - Voll;SN68860;16.03.1997;-3,7;-;-;-
Trondheim - Voll;SN68860;17.03.1997;-4,4;-;-;-
Trondheim - Voll;SN68860;18.03.1997;-7;-;-;-
Trondheim - Voll;SN68860;19.03.1997;-5,8;-;-;-
Trondheim - Voll;SN68860;20.03.1997;-9,7;-;-;-
Trondheim - Voll;SN68860;21.03.1997;-5,7;-;-;-
Trondheim - Voll;SN68860;22.03.1997;-1,5;-;-;-
Trondheim - Voll;SN68860;23.03.1997;-3,3;-;-;-
Trondheim - Voll;SN68860;24.03.1997;-3,2;-;-;-
Trondheim - Voll;SN68860;25.03.1997;0,7;-;-;-
Trondheim - Voll;SN68860;26.03.1997;4,4;-;-;-
Trondheim - Voll;SN68860;27.03.1997;2,5;-;-;-
Trondheim - Voll;SN68860;28.03.1997;1,6;-;-;-
Trondheim - Voll;SN68860;29.03.1997;0,8;-;-;-
Trondheim - Voll;SN68860;30.03.1997;3,1;-;-;-
Trondheim - Voll;SN68860;31.03.1997;3,3;-;-;-
Trondheim - Voll;SN68860;01.04.1997;2,2;-;-;28,6
Trondheim - Voll;SN68860;02.04.1997;0,2;-;-;-
Trondheim - Voll;SN68860;03.04.1997;-0,7;-;-;-
Trondheim - Voll;SN68860;04.04.1997;-0,8;-;-;-
Trondheim - Voll;SN68860;05.04.1997;-2,7;-;-;-
Trondheim - Voll;SN68860;06.04.1997;-2,4;-;-;-
Trondheim - Voll;SN68860;07.04.1997;-1,5;-;-;-
Trondheim - Voll;SN68860;08.04.1997;-0,8;-;-;-
Trondheim - Voll;SN68860;09.04.1997;3,1;-;-;-
Trondheim - Voll;SN68860;10.04.1997;3,2;-;-;-
Trondheim - Voll;SN68860;11.04.1997;1,4;-;-;-
Trondheim - Voll;SN68860;12.04.1997;1,2;-;-;-
Trondheim - Voll;SN68860;13.04.1997;3,5;-;-;-
Trondheim - Voll;SN68860;14.04.1997;0,3;-;-;-
Trondheim - Voll;SN68860;15.04.1997;1,9;-;-;-
Trondheim - Voll;SN68860;16.04.1997;4,4;-;-;-
Trondheim - Voll;SN68860;17.04.1997;1,4;-;-;-
Trondheim - Voll;SN68860;18.04.1997;-1,1;-;-;-
Trondheim - Voll;SN68860;19.04.1997;-0,3;-;-;-
Trondheim - Voll;SN68860;20.04.1997;1,4;-;-;-
Trondheim - Voll;SN68860;21.04.1997;1,8;-;-;-
Trondheim - Voll;SN68860;22.04.1997;-0,4;-;-;-
Trondheim - Voll;SN68860;23.04.1997;-0,4;-;-;-
Trondheim - Voll;SN68860;24.04.1997;0,6;-;-;-
Trondheim - Voll;SN68860;25.04.1997;0;-;-;-
Trondheim - Voll;SN68860;26.04.1997;1,9;-;-;-
Trondheim - Voll;SN68860;27.04.1997;3,6;-;-;-
Trondheim - Voll;SN68860;28.04.1997;3,2;-;-;-
Trondheim - Voll;SN68860;01.05.1997;7,8;-;-;4,1
Trondheim - Voll;SN68860;02.05.1997;3,9;-;-;-
Trondheim - Voll;SN68860;03.05.1997;1,1;-;-;-
Trondheim - Voll;SN68860;04.05.1997;0,8;-;-;-
Trondheim - Voll;SN68860;05.05.1997;2,4;-;-;-
Trondheim - Voll;SN68860;06.05.1997;5,7;-;-;-
Trondheim - Voll;SN68860;07.05.1997;6,9;-;-;-
Trondheim - Voll;SN68860;08.05.1997;6,8;-;-;-
Trondheim - Voll;SN68860;09.05.1997;7,3;-;-;-
Trondheim - Voll;SN68860;10.05.1997;7,4;-;-;-
Trondheim - Voll;SN68860;11.05.1997;7,8;-;-;-
Trondheim - Voll;SN68860;12.05.1997;9,7;-;-;-
Trondheim - Voll;SN68860;13.05.1997;10,8;-;-;-
Trondheim - Voll;SN68860;14.05.1997;11;-;-;-
Trondheim - Voll;SN68860;15.05.1997;8;-;-;-
Trondheim - Voll;SN68860;16.05.1997;8;-;-;-
Trondheim - Voll;SN68860;17.05.1997;8,6;-;-;-
Trondheim - Voll;SN68860;18.05.1997;5,2;-;-;-
Trondheim - Voll;SN68860;19.05.1997;5,3;-;-;-
Trondheim - Voll;SN68860;20.05.1997;4,3;-;-;-
Trondheim - Voll;SN68860;21.05.1997;4,2;-;-;-
Trondheim - Voll;SN68860;22.05.1997;5,3;-;-;-
Trondheim - Voll;SN68860;23.05.1997;5,9;-;-;-
Trondheim - Voll;SN68860;24.05.1997;5,7;-;-;-
Trondheim - Voll;SN68860;25.05.1997;7,6;-;-;-
Trondheim - Voll;SN68860;26.05.1997;8,8;-;-;-
Trondheim - Voll;SN68860;27.05.1997;6,7;-;-;-
Trondheim - Voll;SN68860;29.05.1997;5,6;-;-;-
Trondheim - Voll;SN68860;30.05.1997;9,4;-;-;-
Trondheim - Voll;SN68860;31.05.1997;12,6;-;-;-
Trondheim - Voll;SN68860;01.06.1997;8,9;-;-;0
Trondheim - Voll;SN68860;02.06.1997;10,1;-;-;-
Trondheim - Voll;SN68860;03.06.1997;7,7;-;-;-
Trondheim - Voll;SN68860;04.06.1997;9,1;-;-;-
Trondheim - Voll;SN68860;05.06.1997;12,3;-;-;-
Trondheim - Voll;SN68860;06.06.1997;14,1;-;-;-
Trondheim - Voll;SN68860;07.06.1997;18,7;-;-;-
Trondheim - Voll;SN68860;08.06.1997;22,1;-;-;-
Trondheim - Voll;SN68860;09.06.1997;19,6;-;-;-
Trondheim - Voll;SN68860;10.06.1997;11,3;-;-;-
Trondheim - Voll;SN68860;11.06.1997;12,9;-;-;-
Trondheim - Voll;SN68860;12.06.1997;17,3;-;-;-
Trondheim - Voll;SN68860;13.06.1997;19;-;-;-
Trondheim - Voll;SN68860;14.06.1997;14,9;-;-;-
Trondheim - Voll;SN68860;15.06.1997;8,9;-;-;-
Trondheim - Voll;SN68860;16.06.1997;6,6;-;-;-
Trondheim - Voll;SN68860;17.06.1997;7,7;-;-;-
Trondheim - Voll;SN68860;18.06.1997;10,3;-;-;-
Trondheim - Voll;SN68860;19.06.1997;13,2;-;-;-
Trondheim - Voll;SN68860;20.06.1997;14,3;-;-;-
Trondheim - Voll;SN68860;21.06.1997;15,8;-;-;-
Trondheim - Voll;SN68860;22.06.1997;15,5;-;-;-
Trondheim - Voll;SN68860;23.06.1997;11,3;-;-;-
Trondheim - Voll;SN68860;24.06.1997;9,1;-;-;-
Trondheim - Voll;SN68860;25.06.1997;9,8;-;-;-
Trondheim - Voll;SN68860;26.06.1997;9,7;-;-;-
Trondheim - Voll;SN68860;27.06.1997;13,2;-;-;-
Trondheim - Voll;SN68860;28.06.1997;18,8;-;-;-
Trondheim - Voll;SN68860;29.06.1997;15,4;-;-;-
Trondheim - Voll;SN68860;30.06.1997;16,2;-;-;-
Trondheim - Voll;SN68860;01.07.1997;18;22,4;14,2;3,2
Trondheim - Voll;SN68860;02.07.1997;17,6;25,6;13,9;-
Trondheim - Voll;SN68860;03.07.1997;14,8;20,7;11,4;-
Trondheim - Voll;SN68860;04.07.1997;14;17,9;11,6;-
Trondheim - Voll;SN68860;05.07.1997;13,6;16,3;9,7;-
Trondheim - Voll;SN68860;06.07.1997;15,6;20,2;9,9;-
Trondheim - Voll;SN68860;07.07.1997;11,9;18,2;10,5;-
Trondheim - Voll;SN68860;08.07.1997;11,3;14,4;9,2;-
Trondheim - Voll;SN68860;09.07.1997;11,9;16,9;5,9;-
Trondheim - Voll;SN68860;10.07.1997;15,7;19,4;10,1;-
Trondheim - Voll;SN68860;11.07.1997;16,5;21,5;10,3;-
Trondheim - Voll;SN68860;12.07.1997;19,7;25,4;13,7;-
Trondheim - Voll;SN68860;13.07.1997;18,6;24,9;13,2;-
Trondheim - Voll;SN68860;14.07.1997;20,3;26,2;12,9;-
Trondheim - Voll;SN68860;15.07.1997;19,5;24,8;13,6;-
Trondheim - Voll;SN68860;16.07.1997;20,2;25,1;15,6;-
Trondheim - Voll;SN68860;17.07.1997;20,3;25,2;14,8;-
Trondheim - Voll;SN68860;18.07.1997;19,2;24;14,9;-
Trondheim - Voll;SN68860;19.07.1997;16,9;22,2;13,2;-
Trondheim - Voll;SN68860;20.07.1997;16,5;22,2;12,1;-
Trondheim - Voll;SN68860;21.07.1997;19,3;25,3;12,1;-
Trondheim - Voll;SN68860;22.07.1997;19,8;24,6;16,2;-
Trondheim - Voll;SN68860;23.07.1997;19,6;25,6;13,1;-
Trondheim - Voll;SN68860;24.07.1997;19,9;26,4;13,7;-
Trondheim - Voll;SN68860;25.07.1997;19,3;25,5;13,1;-
Trondheim - Voll;SN68860;26.07.1997;18,4;22,7;13,4;-
Trondheim - Voll;SN68860;27.07.1997;14,8;20;14,1;-
Trondheim - Voll;SN68860;28.07.1997;13,7;15,3;12,6;-
Trondheim - Voll;SN68860;29.07.1997;12,9;15,2;11,7;-
Trondheim - Voll;SN68860;30.07.1997;14,3;17,9;11;-
Trondheim - Voll;SN68860;31.07.1997;17,9;23,4;10,7;-
Trondheim - Voll;SN68860;01.08.1997;20,9;25,2;15,2;0
Trondheim - Voll;SN68860;02.08.1997;15,8;22,7;12,8;-
Trondheim - Voll;SN68860;03.08.1997;14;17,2;11,8;-
Trondheim - Voll;SN68860;04.08.1997;15,7;20,1;11,9;-
Trondheim - Voll;SN68860;05.08.1997;15;19,3;9,8;-
Trondheim - Voll;SN68860;06.08.1997;18;24,8;11,1;-
Trondheim - Voll;SN68860;07.08.1997;18,9;23,3;14,5;-
Trondheim - Voll;SN68860;08.08.1997;20,9;28,3;15,3;-
Trondheim - Voll;SN68860;09.08.1997;18,3;22,7;14,7;-
Trondheim - Voll;SN68860;10.08.1997;13,1;15,3;11,8;-
Trondheim - Voll;SN68860;11.08.1997;15,2;21,8;6,4;-
Trondheim - Voll;SN68860;12.08.1997;15,2;20,9;13,5;-
Trondheim - Voll;SN68860;13.08.1997;13,7;17,9;9,4;-
Trondheim - Voll;SN68860;14.08.1997;13;17,1;7,4;-
Trondheim - Voll;SN68860;15.08.1997;14,8;22;7,2;-
Trondheim - Voll;SN68860;16.08.1997;16,3;21,7;9,6;-
Trondheim - Voll;SN68860;17.08.1997;17,9;24,4;11,2;-
Trondheim - Voll;SN68860;18.08.1997;17,7;22,3;12,4;-
Trondheim - Voll;SN68860;19.08.1997;17,2;20,9;14,6;-
Trondheim - Voll;SN68860;20.08.1997;18,1;23,1;13,8;-
Trondheim - Voll;SN68860;21.08.1997;21;28,2;12,5;-
Trondheim - Voll;SN68860;22.08.1997;17,1;26,6;14,5;-
Trondheim - Voll;SN68860;23.08.1997;14,3;18,8;9,8;-
Trondheim - Voll;SN68860;24.08.1997;12,9;16,1;10,9;-
Trondheim - Voll;SN68860;25.08.1997;13,6;16,8;8,8;-
Trondheim - Voll;SN68860;26.08.1997;15,2;20;12,6;-
Trondheim - Voll;SN68860;27.08.1997;14,8;18,9;10,9;-
Trondheim - Voll;SN68860;28.08.1997;20,4;23,7;13,3;-
Trondheim - Voll;SN68860;29.08.1997;22,4;25,4;19,5;-
Trondheim - Voll;SN68860;30.08.1997;19,5;23,3;17;-
Trondheim - Voll;SN68860;31.08.1997;14,5;17;13,7;-
Trondheim - Voll;SN68860;01.09.1997;17,3;23,1;10,6;5
Trondheim - Voll;SN68860;02.09.1997;18,3;21,6;15,6;-
Trondheim - Voll;SN68860;03.09.1997;15,8;19;12,8;-
Trondheim - Voll;SN68860;04.09.1997;17,6;20,3;13,4;-
Trondheim - Voll;SN68860;05.09.1997;17,8;21,2;14,9;-
Trondheim - Voll;SN68860;06.09.1997;13,5;18,4;9,5;-
Trondheim - Voll;SN68860;07.09.1997;12,1;15,7;9,3;-
Trondheim - Voll;SN68860;08.09.1997;10;12,9;7,6;-
Trondheim - Voll;SN68860;09.09.1997;8,6;11,4;6,8;-
Trondheim - Voll;SN68860;10.09.1997;8,3;10,5;7,6;-
Trondheim - Voll;SN68860;11.09.1997;8,2;10,4;4,5;-
Trondheim - Voll;SN68860;12.09.1997;10,9;13,4;8,8;-
Trondheim - Voll;SN68860;13.09.1997;8,6;11,6;5,3;-
Trondheim - Voll;SN68860;14.09.1997;8,4;10,4;5,9;-
Trondheim - Voll;SN68860;15.09.1997;8,6;13,6;4,4;-
Trondheim - Voll;SN68860;16.09.1997;11,6;15,2;8,3;-
Trondheim - Voll;SN68860;17.09.1997;7,1;11,6;5,5;-
Trondheim - Voll;SN68860;18.09.1997;4,8;6,1;3,5;-
Trondheim - Voll;SN68860;19.09.1997;5,8;8,6;3,9;-
Trondheim - Voll;SN68860;20.09.1997;7,9;11,2;3,8;-
Trondheim - Voll;SN68860;21.09.1997;8,8;9,7;7,6;-
Trondheim - Voll;SN68860;22.09.1997;7,9;9,3;6,5;-
Trondheim - Voll;SN68860;23.09.1997;7,5;8,6;5,7;-
Trondheim - Voll;SN68860;24.09.1997;12,6;14,8;6,1;-
Trondheim - Voll;SN68860;25.09.1997;12;16,9;10,2;-
Trondheim - Voll;SN68860;26.09.1997;9,9;11,5;8,9;-
Trondheim - Voll;SN68860;27.09.1997;7,4;12,9;3,6;-
Trondheim - Voll;SN68860;28.09.1997;5,4;9,8;1,4;-
Trondheim - Voll;SN68860;29.09.1997;7,8;10,4;2,6;-
Trondheim - Voll;SN68860;30.09.1997;9,2;13;6,6;-
Trondheim - Voll;SN68860;01.10.1997;7;10,5;3,9;1,1
Trondheim - Voll;SN68860;02.10.1997;6,3;8,5;3,6;-
Trondheim - Voll;SN68860;03.10.1997;5,7;7,1;4,2;-
Trondheim - Voll;SN68860;04.10.1997;5;7,7;3;-
Trondheim - Voll;SN68860;05.10.1997;4,9;8,5;1,9;-
Trondheim - Voll;SN68860;06.10.1997;3,2;6,8;-1;-
Trondheim - Voll;SN68860;07.10.1997;8,1;11,9;3,5;-
Trondheim - Voll;SN68860;08.10.1997;9;10,6;7,6;-
Trondheim - Voll;SN68860;09.10.1997;7,4;10,3;4,1;-
Trondheim - Voll;SN68860;10.10.1997;6,8;10,7;2,6;-
Trondheim - Voll;SN68860;11.10.1997;5,5;8,1;3,1;-
Trondheim - Voll;SN68860;12.10.1997;4,4;6,7;3,5;-
Trondheim - Voll;SN68860;13.10.1997;4,7;7,7;2,7;-
Trondheim - Voll;SN68860;14.10.1997;3,6;7,5;1,6;-
Trondheim - Voll;SN68860;15.10.1997;-0,1;4,4;-3,4;-
Trondheim - Voll;SN68860;16.10.1997;1,7;4;-2,8;-
Trondheim - Voll;SN68860;17.10.1997;5,4;7,6;2,1;-
Trondheim - Voll;SN68860;18.10.1997;7,3;9,9;5,5;-
Trondheim - Voll;SN68860;19.10.1997;2,6;6,9;0,4;-
Trondheim - Voll;SN68860;20.10.1997;0,7;2,3;-1,1;-
Trondheim - Voll;SN68860;21.10.1997;1,3;2;0,1;-
Trondheim - Voll;SN68860;22.10.1997;0,2;2,4;-0,7;-
Trondheim - Voll;SN68860;23.10.1997;-1,3;2,2;-2,8;-
Trondheim - Voll;SN68860;24.10.1997;-1,3;0,4;-3,4;-
Trondheim - Voll;SN68860;25.10.1997;-1,6;-0,1;-3,1;-
Trondheim - Voll;SN68860;26.10.1997;-1,2;-0,1;-2,1;-
Trondheim - Voll;SN68860;27.10.1997;-0,4;0,8;-1,5;-
Trondheim - Voll;SN68860;28.10.1997;2,1;4,1;0;-
Trondheim - Voll;SN68860;29.10.1997;5;6;3;-
Trondheim - Voll;SN68860;30.10.1997;4,4;7,2;2,7;-
Trondheim - Voll;SN68860;31.10.1997;4,7;6,5;1,9;-
Trondheim - Voll;SN68860;01.11.1997;2,2;8,6;0,2;8,7
Trondheim - Voll;SN68860;02.11.1997;-1,7;0,6;-2,9;-
Trondheim - Voll;SN68860;03.11.1997;-1,4;-0,4;-4,2;-
Trondheim - Voll;SN68860;04.11.1997;-1,5;0,1;-3,8;-
Trondheim - Voll;SN68860;05.11.1997;0;1,2;-3,9;-
Trondheim - Voll;SN68860;06.11.1997;-2,3;1,1;-5,7;-
Trondheim - Voll;SN68860;07.11.1997;-2;-0,2;-5,4;-
Trondheim - Voll;SN68860;08.11.1997;3,3;5,4;-1,7;-
Trondheim - Voll;SN68860;09.11.1997;3,9;7;1,1;-
Trondheim - Voll;SN68860;10.11.1997;3,4;6;1,8;-
Trondheim - Voll;SN68860;11.11.1997;5,2;7;1,4;-
Trondheim - Voll;SN68860;12.11.1997;6,4;7,8;5;-
Trondheim - Voll;SN68860;13.11.1997;2,5;6,7;-0,9;-
Trondheim - Voll;SN68860;14.11.1997;0,4;2,2;-2,7;-
Trondheim - Voll;SN68860;15.11.1997;0,8;4,3;-1,2;-
Trondheim - Voll;SN68860;16.11.1997;5,1;8,3;-1,1;-
Trondheim - Voll;SN68860;17.11.1997;7,3;8,1;4,7;-
Trondheim - Voll;SN68860;18.11.1997;6,5;7,9;3,2;-
Trondheim - Voll;SN68860;19.11.1997;4,4;7,7;1,3;-
Trondheim - Voll;SN68860;20.11.1997;1,5;4;-0,9;-
Trondheim - Voll;SN68860;21.11.1997;3,8;5,7;-0,6;-
Trondheim - Voll;SN68860;22.11.1997;0,8;5,4;-1,7;-
Trondheim - Voll;SN68860;23.11.1997;-0,3;1,8;-1,7;-
Trondheim - Voll;SN68860;24.11.1997;-0,8;0,2;-1,7;-
Trondheim - Voll;SN68860;25.11.1997;-1;-0,2;-1,7;-
Trondheim - Voll;SN68860;26.11.1997;-3,7;-0,6;-6,3;-
Trondheim - Voll;SN68860;27.11.1997;-4,6;-2,3;-7;-
Trondheim - Voll;SN68860;28.11.1997;-9,5;-4,5;-11,3;-
Trondheim - Voll;SN68860;29.11.1997;-9,6;-8,1;-11,4;-
Trondheim - Voll;SN68860;30.11.1997;-7,1;-6,3;-10,9;-
Trondheim - Voll;SN68860;01.12.1997;-1,3;0,3;-7,3;0,3
Trondheim - Voll;SN68860;02.12.1997;-4,2;-0,7;-6,5;-
Trondheim - Voll;SN68860;03.12.1997;-8;-4,8;-10,3;-
Trondheim - Voll;SN68860;04.12.1997;-1,9;0,9;-11,9;-
Trondheim - Voll;SN68860;05.12.1997;0,5;2,4;-0,3;-
Trondheim - Voll;SN68860;06.12.1997;-1,8;0,7;-4,9;-
Trondheim - Voll;SN68860;07.12.1997;2,5;6,5;-6,6;-
Trondheim - Voll;SN68860;08.12.1997;4,8;6,8;2,3;-
Trondheim - Voll;SN68860;09.12.1997;6,8;8,1;4,7;-
Trondheim - Voll;SN68860;10.12.1997;5,3;8,8;2,1;-
Trondheim - Voll;SN68860;11.12.1997;5,3;6,5;1,6;-
Trondheim - Voll;SN68860;12.12.1997;1,9;5,4;-0,2;-
Trondheim - Voll;SN68860;13.12.1997;-2,8;0,2;-4,8;-
Trondheim - Voll;SN68860;14.12.1997;-0,6;1,7;-3,1;-
Trondheim - Voll;SN68860;15.12.1997;1,3;3,5;-3,4;-
Trondheim - Voll;SN68860;16.12.1997;2,6;4,5;0,3;-
Trondheim - Voll;SN68860;17.12.1997;1;2,2;0,3;-
Trondheim - Voll;SN68860;18.12.1997;-0,5;1,9;-3;-
Trondheim - Voll;SN68860;19.12.1997;-6,1;-3;-7,5;-
Trondheim - Voll;SN68860;20.12.1997;-3;0,9;-7,6;-
Trondheim - Voll;SN68860;21.12.1997;-4,7;-3,3;-6,7;-
Trondheim - Voll;SN68860;22.12.1997;-1,3;-0,2;-5,9;-
Trondheim - Voll;SN68860;23.12.1997;-2,2;-0,2;-4,6;-
Trondheim - Voll;SN68860;24.12.1997;0,6;4,1;-5,1;-
Trondheim - Voll;SN68860;25.12.1997;-0,4;4,2;-3;-
Trondheim - Voll;SN68860;26.12.1997;0;2,6;-2,5;-
Trondheim - Voll;SN68860;27.12.1997;-4;-2,3;-6,6;-
Trondheim - Voll;SN68860;28.12.1997;-4,9;-2,4;-9,3;-
Trondheim - Voll;SN68860;29.12.1997;-10,4;-5,9;-12,7;-
Trondheim - Voll;SN68860;30.12.1997;-10,1;-8,5;-13,4;-
Trondheim - Voll;SN68860;31.12.1997;2,4;3,5;-9,9;-
Trondheim - Voll;SN68860;01.01.1998;3,2;5,2;0,5;0,8
Trondheim - Voll;SN68860;02.01.1998;4,2;5;2,4;-
Trondheim - Voll;SN68860;03.01.1998;3,9;4,7;2,7;-
Trondheim - Voll;SN68860;04.01.1998;3;5,1;0,1;-
Trondheim - Voll;SN68860;05.01.1998;-2;1,7;-4,4;-
Trondheim - Voll;SN68860;06.01.1998;-2,9;-1,1;-4,8;-
Trondheim - Voll;SN68860;07.01.1998;-0,7;1,2;-5,7;-
Trondheim - Voll;SN68860;08.01.1998;-1,1;1,3;-3,9;-
Trondheim - Voll;SN68860;09.01.1998;-1;2,3;-3,9;-
Trondheim - Voll;SN68860;10.01.1998;3,8;5,5;0,6;-
Trondheim - Voll;SN68860;11.01.1998;4,5;6,4;2,6;-
Trondheim - Voll;SN68860;12.01.1998;4,1;7,2;2,1;-
Trondheim - Voll;SN68860;13.01.1998;1,4;5,7;0,1;-
Trondheim - Voll;SN68860;14.01.1998;1,4;2,4;-0,1;-
Trondheim - Voll;SN68860;15.01.1998;4,1;6,7;0,2;-
Trondheim - Voll;SN68860;16.01.1998;0,2;3;-1,4;-
Trondheim - Voll;SN68860;17.01.1998;1,1;3;0,4;-
Trondheim - Voll;SN68860;18.01.1998;-4,1;0,8;-7;-
Trondheim - Voll;SN68860;19.01.1998;-4,6;-1,6;-7,8;-
Trondheim - Voll;SN68860;20.01.1998;-8,2;-2,4;-11,3;-
Trondheim - Voll;SN68860;21.01.1998;-1,3;2,6;-8,2;-
Trondheim - Voll;SN68860;22.01.1998;4,7;7,3;2;-
Trondheim - Voll;SN68860;23.01.1998;0,9;4,3;0,1;-
Trondheim - Voll;SN68860;24.01.1998;0,7;2,5;-1,7;-
Trondheim - Voll;SN68860;25.01.1998;2,7;3,4;1,9;-
Trondheim - Voll;SN68860;26.01.1998;3,8;4,8;2,8;-
Trondheim - Voll;SN68860;27.01.1998;-0,5;4,4;-2,7;-
Trondheim - Voll;SN68860;28.01.1998;-3,3;-1,6;-4,6;-
Trondheim - Voll;SN68860;29.01.1998;-1,9;0,3;-4,2;-
Trondheim - Voll;SN68860;30.01.1998;-8,9;-0,1;-15,3;-
Trondheim - Voll;SN68860;31.01.1998;-12;-5,6;-19;-
Trondheim - Voll;SN68860;01.02.1998;-0,7;1,1;-8,2;3,2
Trondheim - Voll;SN68860;02.02.1998;-7,4;-1,4;-10;-
Trondheim - Voll;SN68860;03.02.1998;-12,3;-7,4;-13,8;-
Trondheim - Voll;SN68860;04.02.1998;-6,1;-2,7;-13,5;-
Trondheim - Voll;SN68860;05.02.1998;-3,3;-2,2;-5,8;-
Trondheim - Voll;SN68860;06.02.1998;-3,5;-0,7;-7,6;-
Trondheim - Voll;SN68860;07.02.1998;1,7;4,8;-3,5;-
Trondheim - Voll;SN68860;08.02.1998;1,8;3,1;-0,2;-
Trondheim - Voll;SN68860;09.02.1998;4,7;6,7;0,7;-
Trondheim - Voll;SN68860;10.02.1998;2,2;5,6;-0,1;-
Trondheim - Voll;SN68860;11.02.1998;1,1;2,7;0;-
