Navn;Stasjon;Tid(norsk normaltid);Middeltemperatur (døgn);Maksimumstemperatur (døgn);Minimumstemperatur (døgn);Nedbør (døgn)
Trondheim - Voll;SN68860;12.02.1998;0,2;1,6;-1,4;-
Trondheim - Voll;SN68860;13.02.1998;-1,3;0,7;-3,8;-
Trondheim - Voll;SN68860;14.02.1998;2,5;6,2;-3,7;-
Trondheim - Voll;SN68860;15.02.1998;2,7;4,5;1,8;-
Trondheim - Voll;SN68860;16.02.1998;0,9;2,1;-0,4;-
Trondheim - Voll;SN68860;17.02.1998;2,4;3;0,3;-
Trondheim - Voll;SN68860;18.02.1998;7,3;8,8;2,9;-
Trondheim - Voll;SN68860;19.02.1998;5,2;7,8;3,3;-
Trondheim - Voll;SN68860;20.02.1998;5,3;7,4;3,1;-
Trondheim - Voll;SN68860;21.02.1998;5,4;8,9;2,9;-
Trondheim - Voll;SN68860;22.02.1998;2,1;5,6;0;-
Trondheim - Voll;SN68860;23.02.1998;2,2;5,8;0,1;-
Trondheim - Voll;SN68860;24.02.1998;1,2;2,8;-0,1;-
Trondheim - Voll;SN68860;25.02.1998;6,5;8,3;0,4;-
Trondheim - Voll;SN68860;26.02.1998;3,6;7,8;1,6;-
Trondheim - Voll;SN68860;27.02.1998;0;3,5;-2;-
Trondheim - Voll;SN68860;28.02.1998;-1,1;1,6;-3,6;-
Trondheim - Voll;SN68860;01.03.1998;-3,8;-1,2;-4,7;11,7
Trondheim - Voll;SN68860;02.03.1998;-7,4;-3,6;-8,9;-
Trondheim - Voll;SN68860;03.03.1998;-7,6;-4,1;-12,8;-
Trondheim - Voll;SN68860;04.03.1998;-4,7;-3,2;-5,5;-
Trondheim - Voll;SN68860;05.03.1998;-4,7;-1,8;-6,5;-
Trondheim - Voll;SN68860;06.03.1998;-8,1;-3,9;-14;-
Trondheim - Voll;SN68860;07.03.1998;-4,6;-0,3;-10,6;-
Trondheim - Voll;SN68860;08.03.1998;-3,5;-0,1;-5,2;-
Trondheim - Voll;SN68860;09.03.1998;-3,2;-1,7;-4,2;-
Trondheim - Voll;SN68860;10.03.1998;-3,2;1;-9,9;-
Trondheim - Voll;SN68860;11.03.1998;-0,3;2,8;-3,6;-
Trondheim - Voll;SN68860;12.03.1998;-2,3;0,3;-5,5;-
Trondheim - Voll;SN68860;13.03.1998;-0,7;1,8;-2,4;-
Trondheim - Voll;SN68860;14.03.1998;0,5;1,6;-3,1;-
Trondheim - Voll;SN68860;15.03.1998;3,9;5,2;0,5;-
Trondheim - Voll;SN68860;16.03.1998;3,3;5;2,1;-
Trondheim - Voll;SN68860;17.03.1998;4,2;7,6;1,9;-
Trondheim - Voll;SN68860;18.03.1998;-1,1;7,5;-3,5;-
Trondheim - Voll;SN68860;19.03.1998;-1,6;0,1;-3,2;-
Trondheim - Voll;SN68860;20.03.1998;-0,4;0,7;-1,9;-
Trondheim - Voll;SN68860;21.03.1998;1,3;2,7;-1,2;-
Trondheim - Voll;SN68860;22.03.1998;3,3;4,9;2,4;-
Trondheim - Voll;SN68860;23.03.1998;3,9;8,1;-0,5;-
Trondheim - Voll;SN68860;24.03.1998;2,4;5,2;-1,1;-
Trondheim - Voll;SN68860;25.03.1998;2,3;6,5;-0,4;-
Trondheim - Voll;SN68860;26.03.1998;5,5;8,5;1;-
Trondheim - Voll;SN68860;27.03.1998;4,4;6,3;3,6;-
Trondheim - Voll;SN68860;28.03.1998;4,4;8,8;-0,4;-
Trondheim - Voll;SN68860;29.03.1998;6;9,6;4,1;-
Trondheim - Voll;SN68860;30.03.1998;3,3;5,9;0,3;-
Trondheim - Voll;SN68860;31.03.1998;4;5,8;3,2;-
Trondheim - Voll;SN68860;01.04.1998;1,5;4,3;-0,1;1,5
Trondheim - Voll;SN68860;02.04.1998;-0,5;2,5;-3,2;-
Trondheim - Voll;SN68860;03.04.1998;-2;1,3;-4,9;-
Trondheim - Voll;SN68860;04.04.1998;-0,5;3,6;-5,1;-
Trondheim - Voll;SN68860;05.04.1998;1,4;6,4;-3,2;-
Trondheim - Voll;SN68860;06.04.1998;0,6;5,8;-4,7;-
Trondheim - Voll;SN68860;07.04.1998;0,3;4;-1,9;-
Trondheim - Voll;SN68860;08.04.1998;-1,7;2,3;-5,3;-
Trondheim - Voll;SN68860;09.04.1998;-2,2;1,7;-7,2;-
Trondheim - Voll;SN68860;10.04.1998;-2,2;2,3;-7,5;-
Trondheim - Voll;SN68860;11.04.1998;-0,3;3;-3,5;-
Trondheim - Voll;SN68860;12.04.1998;0,1;2,5;-2,4;-
Trondheim - Voll;SN68860;13.04.1998;0,1;3,4;-3,4;-
Trondheim - Voll;SN68860;14.04.1998;1,4;4,4;-1,6;-
Trondheim - Voll;SN68860;15.04.1998;3;6;-0,9;-
Trondheim - Voll;SN68860;16.04.1998;4;6,3;0,7;-
Trondheim - Voll;SN68860;17.04.1998;5,3;8,6;3,2;-
Trondheim - Voll;SN68860;18.04.1998;3,9;6,6;0,5;-
Trondheim - Voll;SN68860;19.04.1998;4,4;8,2;0,4;-
Trondheim - Voll;SN68860;20.04.1998;4,5;8,9;-1,5;-
Trondheim - Voll;SN68860;21.04.1998;6,2;11,2;0,1;-
Trondheim - Voll;SN68860;22.04.1998;8,7;14,6;1,6;-
Trondheim - Voll;SN68860;23.04.1998;10,9;15,4;5;-
Trondheim - Voll;SN68860;24.04.1998;11;14,3;8,7;-
Trondheim - Voll;SN68860;25.04.1998;10,4;12,7;7,5;-
Trondheim - Voll;SN68860;26.04.1998;8,1;11,4;6,5;-
Trondheim - Voll;SN68860;27.04.1998;6,9;10,1;5,6;-
Trondheim - Voll;SN68860;28.04.1998;6,6;11;1,3;-
Trondheim - Voll;SN68860;29.04.1998;7,2;9,4;6,2;-
Trondheim - Voll;SN68860;30.04.1998;7,2;9,4;5,8;-
Trondheim - Voll;SN68860;01.05.1998;8;11,3;5,8;0
Trondheim - Voll;SN68860;02.05.1998;4,6;9,1;2,7;-
Trondheim - Voll;SN68860;03.05.1998;3,9;7,6;0,2;-
Trondheim - Voll;SN68860;04.05.1998;6,8;11,9;1,1;-
Trondheim - Voll;SN68860;05.05.1998;7,2;11,2;2,9;-
Trondheim - Voll;SN68860;06.05.1998;6;9,1;4;-
Trondheim - Voll;SN68860;07.05.1998;6,7;10,9;1,3;-
Trondheim - Voll;SN68860;08.05.1998;7,6;9,3;6,2;-
Trondheim - Voll;SN68860;09.05.1998;8,6;13,7;3,9;-
Trondheim - Voll;SN68860;10.05.1998;8,6;15,2;5,7;-
Trondheim - Voll;SN68860;11.05.1998;5,9;9,9;3,5;-
Trondheim - Voll;SN68860;12.05.1998;7,2;11,4;2,6;-
Trondheim - Voll;SN68860;13.05.1998;10;15;3,1;-
Trondheim - Voll;SN68860;14.05.1998;13,2;18,8;8,9;-
Trondheim - Voll;SN68860;15.05.1998;13,7;20;6,5;-
Trondheim - Voll;SN68860;16.05.1998;11,9;17,6;5,9;-
Trondheim - Voll;SN68860;17.05.1998;11,2;16,1;5,5;-
Trondheim - Voll;SN68860;18.05.1998;10,8;14,4;7,5;-
Trondheim - Voll;SN68860;19.05.1998;5,6;10,7;4,3;-
Trondheim - Voll;SN68860;20.05.1998;2,3;5,3;0,5;-
Trondheim - Voll;SN68860;21.05.1998;3,1;6,8;0,8;-
Trondheim - Voll;SN68860;22.05.1998;2,4;5,9;0,1;-
Trondheim - Voll;SN68860;23.05.1998;4,8;9,2;0,9;-
Trondheim - Voll;SN68860;24.05.1998;7,1;10,9;3,7;-
Trondheim - Voll;SN68860;25.05.1998;6;10,2;1,1;-
Trondheim - Voll;SN68860;26.05.1998;7,1;12;2,3;-
Trondheim - Voll;SN68860;27.05.1998;7;10,7;3,9;-
Trondheim - Voll;SN68860;28.05.1998;8,4;13,6;4,8;-
Trondheim - Voll;SN68860;29.05.1998;8,6;12,8;5,1;-
Trondheim - Voll;SN68860;30.05.1998;9;14,5;3,2;-
Trondheim - Voll;SN68860;31.05.1998;6,9;10,5;4,8;-
Trondheim - Voll;SN68860;01.06.1998;7;8,9;3,5;0,3
Trondheim - Voll;SN68860;02.06.1998;7;9,9;4,7;-
Trondheim - Voll;SN68860;03.06.1998;8,5;12,4;4,7;-
Trondheim - Voll;SN68860;04.06.1998;7,4;10,3;7,2;-
Trondheim - Voll;SN68860;05.06.1998;6,3;9,7;3,6;-
Trondheim - Voll;SN68860;06.06.1998;8,7;12,1;4,3;-
Trondheim - Voll;SN68860;07.06.1998;11,1;15,7;7,2;-
Trondheim - Voll;SN68860;08.06.1998;10,9;14,2;9,2;-
Trondheim - Voll;SN68860;09.06.1998;10;16,2;8,1;-
Trondheim - Voll;SN68860;10.06.1998;11,4;17,5;9,5;-
Trondheim - Voll;SN68860;11.06.1998;10,8;17,8;6,9;-
Trondheim - Voll;SN68860;12.06.1998;10,4;12;9;-
Trondheim - Voll;SN68860;13.06.1998;8,2;11,5;7,5;-
Trondheim - Voll;SN68860;14.06.1998;11,2;15,3;4,9;-
Trondheim - Voll;SN68860;15.06.1998;12;15,5;8,5;-
Trondheim - Voll;SN68860;16.06.1998;10,4;14,5;8,5;-
Trondheim - Voll;SN68860;17.06.1998;9,4;11,5;9;-
Trondheim - Voll;SN68860;18.06.1998;9;11;7,5;-
Trondheim - Voll;SN68860;19.06.1998;8,6;10,5;7;-
Trondheim - Voll;SN68860;20.06.1998;11,4;16,5;7,5;-
Trondheim - Voll;SN68860;21.06.1998;16,7;24,5;4,6;-
Trondheim - Voll;SN68860;22.06.1998;18,4;26,2;12,2;-
Trondheim - Voll;SN68860;23.06.1998;13,9;20,4;11,8;-
Trondheim - Voll;SN68860;24.06.1998;15,7;21,1;9,1;-
Trondheim - Voll;SN68860;25.06.1998;17,9;22,9;13,3;-
Trondheim - Voll;SN68860;26.06.1998;15,1;20,8;13,6;-
Trondheim - Voll;SN68860;27.06.1998;16,3;20,8;11,8;-
Trondheim - Voll;SN68860;28.06.1998;19;23;15,2;-
Trondheim - Voll;SN68860;29.06.1998;17,9;21,4;14,4;-
Trondheim - Voll;SN68860;30.06.1998;16,2;21,1;12,9;-
Trondheim - Voll;SN68860;01.07.1998;12,9;16,4;12,2;0,6
Trondheim - Voll;SN68860;02.07.1998;10,4;13,1;9,4;-
Trondheim - Voll;SN68860;03.07.1998;10,4;12,3;9,2;-
Trondheim - Voll;SN68860;04.07.1998;11,2;13,2;9,6;-
Trondheim - Voll;SN68860;05.07.1998;11,4;14,6;10,1;-
Trondheim - Voll;SN68860;06.07.1998;10;11,9;8,2;-
Trondheim - Voll;SN68860;07.07.1998;10,5;12;8,8;-
Trondheim - Voll;SN68860;08.07.1998;13,2;17,5;10,1;-
Trondheim - Voll;SN68860;09.07.1998;11,5;15,7;10,2;-
Trondheim - Voll;SN68860;10.07.1998;11,2;14,5;8,8;-
Trondheim - Voll;SN68860;11.07.1998;15,5;20,6;8,5;-
Trondheim - Voll;SN68860;12.07.1998;13,7;20;11,1;-
Trondheim - Voll;SN68860;13.07.1998;17,2;22,5;12,9;-
Trondheim - Voll;SN68860;14.07.1998;15,3;21;13,8;-
Trondheim - Voll;SN68860;15.07.1998;13,7;18,8;9;-
Trondheim - Voll;SN68860;16.07.1998;11,5;13,7;10;-
Trondheim - Voll;SN68860;17.07.1998;13,6;17,2;9,5;-
Trondheim - Voll;SN68860;18.07.1998;16;21,2;12,3;-
Trondheim - Voll;SN68860;19.07.1998;12,7;14,8;11,5;-
Trondheim - Voll;SN68860;20.07.1998;12,4;14,8;11;-
Trondheim - Voll;SN68860;21.07.1998;17,1;24,8;6,7;-
Trondheim - Voll;SN68860;22.07.1998;16,9;24,8;13,1;-
Trondheim - Voll;SN68860;23.07.1998;15,7;18,8;11,9;-
Trondheim - Voll;SN68860;24.07.1998;15,3;20,5;11,5;-
Trondheim - Voll;SN68860;25.07.1998;12,5;14,3;11,1;-
Trondheim - Voll;SN68860;26.07.1998;11,9;13,7;11,1;-
Trondheim - Voll;SN68860;27.07.1998;13,2;17,9;7;-
Trondheim - Voll;SN68860;28.07.1998;14,2;18,8;8,3;-
Trondheim - Voll;SN68860;29.07.1998;16,3;21,1;11,1;-
Trondheim - Voll;SN68860;30.07.1998;15,2;19,5;12,5;-
Trondheim - Voll;SN68860;31.07.1998;13,8;15,8;13;-
Trondheim - Voll;SN68860;01.08.1998;12,4;13,7;11,9;17,3
Trondheim - Voll;SN68860;02.08.1998;13;15,8;10,2;-
Trondheim - Voll;SN68860;03.08.1998;14,9;22,4;7,6;-
Trondheim - Voll;SN68860;04.08.1998;13,2;20;11,2;-
Trondheim - Voll;SN68860;05.08.1998;11,2;15,4;7,6;-
Trondheim - Voll;SN68860;06.08.1998;12,1;14,9;10,7;-
Trondheim - Voll;SN68860;07.08.1998;11,5;14,4;10,4;-
Trondheim - Voll;SN68860;08.08.1998;11,4;13,7;9,7;-
Trondheim - Voll;SN68860;09.08.1998;10,7;12,6;9,7;-
Trondheim - Voll;SN68860;10.08.1998;12,2;16,2;8,7;-
Trondheim - Voll;SN68860;11.08.1998;13,4;20,7;6;-
Trondheim - Voll;SN68860;12.08.1998;16,1;22,7;8,4;-
Trondheim - Voll;SN68860;13.08.1998;16,8;21,3;15,9;-
Trondheim - Voll;SN68860;14.08.1998;16,5;21,4;11,7;-
Trondheim - Voll;SN68860;15.08.1998;14,2;19,4;11,4;-
Trondheim - Voll;SN68860;16.08.1998;12,1;15,8;10,3;-
Trondheim - Voll;SN68860;17.08.1998;13,4;19,2;7,1;-
Trondheim - Voll;SN68860;18.08.1998;10,4;14,3;9,5;-
Trondheim - Voll;SN68860;19.08.1998;9,8;12;8,3;-
Trondheim - Voll;SN68860;20.08.1998;12;15,2;8,4;-
Trondheim - Voll;SN68860;21.08.1998;12;14,3;10,6;-
Trondheim - Voll;SN68860;22.08.1998;12,3;14,1;11,6;-
Trondheim - Voll;SN68860;23.08.1998;11,1;13,6;9,7;-
Trondheim - Voll;SN68860;24.08.1998;9,7;12,1;8,3;-
Trondheim - Voll;SN68860;25.08.1998;7,9;10,2;5,7;-
Trondheim - Voll;SN68860;26.08.1998;8,8;11,6;6,1;-
Trondheim - Voll;SN68860;27.08.1998;10,2;11,9;8,3;-
Trondheim - Voll;SN68860;28.08.1998;10,8;12,4;9,8;-
Trondheim - Voll;SN68860;29.08.1998;11,3;14,7;9,3;-
Trondheim - Voll;SN68860;30.08.1998;12,7;16,8;9,8;-
Trondheim - Voll;SN68860;31.08.1998;11,9;16,3;7,6;-
Trondheim - Voll;SN68860;01.09.1998;11,1;15,4;5,6;0
Trondheim - Voll;SN68860;02.09.1998;13;20;5,9;-
Trondheim - Voll;SN68860;03.09.1998;13,1;20,2;4,1;-
Trondheim - Voll;SN68860;04.09.1998;13,6;18,2;9,2;-
Trondheim - Voll;SN68860;05.09.1998;14,9;21,6;7,3;-
Trondheim - Voll;SN68860;06.09.1998;13,7;17,1;10,4;-
Trondheim - Voll;SN68860;07.09.1998;12,9;15,6;10,1;-
Trondheim - Voll;SN68860;08.09.1998;15,2;20,6;8,2;-
Trondheim - Voll;SN68860;09.09.1998;17,1;20,5;12,8;-
Trondheim - Voll;SN68860;10.09.1998;14,9;18,7;12;-
Trondheim - Voll;SN68860;11.09.1998;13,7;16,9;11,5;-
Trondheim - Voll;SN68860;12.09.1998;13,1;15,4;11,4;-
Trondheim - Voll;SN68860;13.09.1998;12;15,1;10,5;-
Trondheim - Voll;SN68860;14.09.1998;16,6;20,6;12,2;-
Trondheim - Voll;SN68860;15.09.1998;13,9;18,9;9,6;-
Trondheim - Voll;SN68860;16.09.1998;12;14,5;10,2;-
Trondheim - Voll;SN68860;17.09.1998;9,8;12,6;8,3;-
Trondheim - Voll;SN68860;18.09.1998;8,1;12,1;3,2;-
Trondheim - Voll;SN68860;19.09.1998;10,4;13,2;7,2;-
Trondheim - Voll;SN68860;20.09.1998;11;14,1;7,5;-
Trondheim - Voll;SN68860;21.09.1998;13,2;15,3;10,4;-
Trondheim - Voll;SN68860;22.09.1998;10,8;13,3;10;-
Trondheim - Voll;SN68860;23.09.1998;9,9;13,8;5,2;-
Trondheim - Voll;SN68860;24.09.1998;8,5;12,1;6,8;-
Trondheim - Voll;SN68860;25.09.1998;4,4;9;-0,3;-
Trondheim - Voll;SN68860;26.09.1998;6,5;11,7;2,3;-
Trondheim - Voll;SN68860;27.09.1998;5,5;9,6;0,8;-
Trondheim - Voll;SN68860;28.09.1998;7,5;11,8;2,7;-
Trondheim - Voll;SN68860;29.09.1998;12,1;15,4;7,9;-
Trondheim - Voll;SN68860;30.09.1998;11,2;15,5;8,4;-
Trondheim - Voll;SN68860;01.10.1998;7;12,4;2,2;0
Trondheim - Voll;SN68860;02.10.1998;5,1;9,5;1,1;-
Trondheim - Voll;SN68860;03.10.1998;6,7;10,9;3,7;-
Trondheim - Voll;SN68860;04.10.1998;5,8;10,2;2,3;-
Trondheim - Voll;SN68860;05.10.1998;5;9,5;1,3;-
Trondheim - Voll;SN68860;06.10.1998;4,4;9,6;-0,4;-
Trondheim - Voll;SN68860;07.10.1998;4,6;8,8;1,1;-
Trondheim - Voll;SN68860;08.10.1998;7,4;9,5;2,9;-
Trondheim - Voll;SN68860;09.10.1998;8,9;11,4;6,9;-
Trondheim - Voll;SN68860;10.10.1998;7,9;12,5;7,4;-
Trondheim - Voll;SN68860;11.10.1998;5;8,9;3;-
Trondheim - Voll;SN68860;12.10.1998;4,1;6,5;1;-
Trondheim - Voll;SN68860;13.10.1998;6,2;7,6;4,3;-
Trondheim - Voll;SN68860;14.10.1998;5,8;9,3;4;-
Trondheim - Voll;SN68860;15.10.1998;2,9;5,7;0,3;-
Trondheim - Voll;SN68860;16.10.1998;2,1;4,3;0,6;-
Trondheim - Voll;SN68860;17.10.1998;1,9;5,2;-1;-
Trondheim - Voll;SN68860;18.10.1998;1,4;3;0,4;-
Trondheim - Voll;SN68860;19.10.1998;0,9;4,2;-1,2;-
Trondheim - Voll;SN68860;20.10.1998;1,3;4;-1,9;-
Trondheim - Voll;SN68860;21.10.1998;2,2;4,7;-1,5;-
Trondheim - Voll;SN68860;22.10.1998;7,5;11;1,7;-
Trondheim - Voll;SN68860;23.10.1998;7,4;11,2;5,2;-
Trondheim - Voll;SN68860;24.10.1998;5,5;7,9;2,7;-
Trondheim - Voll;SN68860;25.10.1998;8;8,9;6,4;-
Trondheim - Voll;SN68860;26.10.1998;5,9;9,6;4,4;-
Trondheim - Voll;SN68860;27.10.1998;4,4;6,1;2,6;-
Trondheim - Voll;SN68860;28.10.1998;3,3;6,1;1,4;-
Trondheim - Voll;SN68860;29.10.1998;0,6;2,8;-2;-
Trondheim - Voll;SN68860;30.10.1998;2,1;2,9;0,3;-
Trondheim - Voll;SN68860;31.10.1998;0,2;2,9;-1,2;-
Trondheim - Voll;SN68860;01.11.1998;-0,8;2,5;-2,5;0
Trondheim - Voll;SN68860;02.11.1998;-2,3;-0,2;-3,8;-
Trondheim - Voll;SN68860;03.11.1998;-4,7;-1,6;-7,2;-
Trondheim - Voll;SN68860;04.11.1998;-5,8;-1,4;-7,9;-
Trondheim - Voll;SN68860;05.11.1998;-5,4;-1,9;-9,3;-
Trondheim - Voll;SN68860;06.11.1998;-2,7;1,3;-6,9;-
Trondheim - Voll;SN68860;07.11.1998;-0,9;1,7;-1,8;-
Trondheim - Voll;SN68860;08.11.1998;-2,4;0,1;-7;-
Trondheim - Voll;SN68860;09.11.1998;0,6;2,5;-2,6;-
Trondheim - Voll;SN68860;10.11.1998;2,6;3,7;0,7;-
Trondheim - Voll;SN68860;11.11.1998;1,3;3,5;0,6;-
Trondheim - Voll;SN68860;12.11.1998;-1,5;1,3;-2,9;-
Trondheim - Voll;SN68860;13.11.1998;-1,5;0;-3,9;-
Trondheim - Voll;SN68860;14.11.1998;-2,2;0;-2,7;-
Trondheim - Voll;SN68860;15.11.1998;-4,6;-2,2;-6,6;-
Trondheim - Voll;SN68860;16.11.1998;-3,9;-1,7;-6,5;-
Trondheim - Voll;SN68860;17.11.1998;-4,4;-2,7;-8,8;-
Trondheim - Voll;SN68860;18.11.1998;-0,5;0;-3;-
Trondheim - Voll;SN68860;19.11.1998;-5,2;0,1;-8,8;-
Trondheim - Voll;SN68860;20.11.1998;-7,5;-4,1;-10,2;-
Trondheim - Voll;SN68860;21.11.1998;4,1;7,1;-7,1;-
Trondheim - Voll;SN68860;22.11.1998;6,4;9,3;4,4;-
Trondheim - Voll;SN68860;23.11.1998;6,5;7,7;3;-
Trondheim - Voll;SN68860;24.11.1998;3,4;5,7;1,5;-
Trondheim - Voll;SN68860;25.11.1998;-0,6;4,6;-3;-
Trondheim - Voll;SN68860;26.11.1998;0,7;4,5;-3,1;-
Trondheim - Voll;SN68860;27.11.1998;0;3,6;-1,9;-
Trondheim - Voll;SN68860;28.11.1998;1,2;2,3;-1,2;-
Trondheim - Voll;SN68860;29.11.1998;1,8;3,1;0;-
Trondheim - Voll;SN68860;30.11.1998;1,6;3,4;-0,1;-
Trondheim - Voll;SN68860;01.12.1998;7,9;9,9;1,8;0,1
Trondheim - Voll;SN68860;02.12.1998;9,5;11,2;7,8;-
Trondheim - Voll;SN68860;03.12.1998;3,1;10,6;0,2;-
Trondheim - Voll;SN68860;04.12.1998;-3,2;1,4;-4,9;-
Trondheim - Voll;SN68860;05.12.1998;-6,1;-4,7;-7,6;-
Trondheim - Voll;SN68860;06.12.1998;-7;-4,3;-8,9;-
Trondheim - Voll;SN68860;07.12.1998;-10,6;-7,9;-14;-
Trondheim - Voll;SN68860;08.12.1998;-6,2;-4,1;-8,7;-
Trondheim - Voll;SN68860;09.12.1998;-0,9;1,1;-6,6;-
Trondheim - Voll;SN68860;10.12.1998;-0,6;1,6;-3,7;-
Trondheim - Voll;SN68860;11.12.1998;-2;3,1;-5;-
Trondheim - Voll;SN68860;12.12.1998;-4,3;-2,2;-7,4;-
Trondheim - Voll;SN68860;13.12.1998;-2,7;-1,3;-4,9;-
Trondheim - Voll;SN68860;14.12.1998;1,2;5,3;-3,9;-
Trondheim - Voll;SN68860;15.12.1998;3,9;6,8;2,2;-
Trondheim - Voll;SN68860;16.12.1998;2,7;4,9;1,7;-
Trondheim - Voll;SN68860;17.12.1998;6,2;9,3;1,4;-
Trondheim - Voll;SN68860;18.12.1998;3,9;7,7;1,8;-
Trondheim - Voll;SN68860;19.12.1998;1,4;3,8;-0,1;-
Trondheim - Voll;SN68860;20.12.1998;-0,2;1,7;-1,6;-
Trondheim - Voll;SN68860;21.12.1998;-3,8;0,7;-5,1;-
Trondheim - Voll;SN68860;22.12.1998;-9,3;-5;-11,2;-
Trondheim - Voll;SN68860;23.12.1998;-3,9;0,2;-10,4;-
Trondheim - Voll;SN68860;24.12.1998;-4,7;-1,2;-7,2;-
Trondheim - Voll;SN68860;25.12.1998;-0,2;3,4;-5,9;-
Trondheim - Voll;SN68860;26.12.1998;-2,4;1,4;-5,3;-
Trondheim - Voll;SN68860;27.12.1998;-0,4;1,4;-6,6;-
Trondheim - Voll;SN68860;28.12.1998;0,7;2,8;-1,8;-
Trondheim - Voll;SN68860;29.12.1998;1,5;2,1;0,8;-
Trondheim - Voll;SN68860;30.12.1998;2,4;4,4;-2,2;-
Trondheim - Voll;SN68860;31.12.1998;2,6;5,9;-0,5;-
Trondheim - Voll;SN68860;01.01.1999;-2,5;1,3;-4,5;0
Trondheim - Voll;SN68860;02.01.1999;-0,5;4,4;-5,3;-
Trondheim - Voll;SN68860;03.01.1999;4,3;5,3;2,9;-
Trondheim - Voll;SN68860;04.01.1999;3,9;5,8;2,7;-
Trondheim - Voll;SN68860;05.01.1999;0,8;3,9;-0,2;-
Trondheim - Voll;SN68860;06.01.1999;-1,9;0,6;-2,4;-
Trondheim - Voll;SN68860;07.01.1999;-6,5;-2,3;-7,9;-
Trondheim - Voll;SN68860;08.01.1999;-3,1;-1,5;-7,3;-
Trondheim - Voll;SN68860;09.01.1999;-1;-0,4;-1,7;-
Trondheim - Voll;SN68860;10.01.1999;-1;-0,2;-1,5;-
Trondheim - Voll;SN68860;11.01.1999;-3,4;-0,8;-5,5;-
Trondheim - Voll;SN68860;12.01.1999;-7;-3,4;-9,9;-
Trondheim - Voll;SN68860;13.01.1999;-6,8;-6,1;-8,8;-
Trondheim - Voll;SN68860;14.01.1999;-7,1;-5,7;-8,5;-
Trondheim - Voll;SN68860;15.01.1999;-5,1;-3,1;-9,4;-
Trondheim - Voll;SN68860;16.01.1999;1,1;3,1;-3,5;-
Trondheim - Voll;SN68860;17.01.1999;3;4;-1,9;-
Trondheim - Voll;SN68860;18.01.1999;3,8;5,2;2;-
Trondheim - Voll;SN68860;19.01.1999;5,7;7,2;1,4;-
Trondheim - Voll;SN68860;20.01.1999;3,5;7,2;0,5;-
Trondheim - Voll;SN68860;21.01.1999;2,1;5,3;1,4;-
Trondheim - Voll;SN68860;22.01.1999;1,9;2,9;-0,6;-
Trondheim - Voll;SN68860;23.01.1999;1,1;3,1;0,1;-
Trondheim - Voll;SN68860;24.01.1999;-0,9;2,6;-3,5;-
Trondheim - Voll;SN68860;25.01.1999;-6,6;-3,5;-8,1;-
Trondheim - Voll;SN68860;26.01.1999;-8,6;-6,8;-10;-
Trondheim - Voll;SN68860;27.01.1999;-14,8;-8,3;-18,4;-
Trondheim - Voll;SN68860;28.01.1999;-12,9;-8,1;-20,4;-
Trondheim - Voll;SN68860;29.01.1999;-5,2;-2,5;-8,8;-
Trondheim - Voll;SN68860;30.01.1999;0;4,7;-8,2;-
Trondheim - Voll;SN68860;31.01.1999;6;7,3;4,3;-
Trondheim - Voll;SN68860;01.02.1999;5,9;6,9;5,2;9,2
Trondheim - Voll;SN68860;02.02.1999;5,3;7,2;3,8;5,4
Trondheim - Voll;SN68860;03.02.1999;1,8;5,5;0,5;4,4
Trondheim - Voll;SN68860;04.02.1999;2,8;6,1;-1;26,8
Trondheim - Voll;SN68860;05.02.1999;-0,2;2,3;-1,2;18,6
Trondheim - Voll;SN68860;06.02.1999;-2,6;-0,1;-4,1;2,8
Trondheim - Voll;SN68860;07.02.1999;-6,5;-3,3;-9,9;3,6
Trondheim - Voll;SN68860;08.02.1999;-6,2;-3,1;-13,5;0
Trondheim - Voll;SN68860;09.02.1999;-5,2;-2,8;-6,2;0,2
Trondheim - Voll;SN68860;10.02.1999;-5,3;-3,8;-8,4;1,2
Trondheim - Voll;SN68860;11.02.1999;-0,4;1,3;-7,8;0,4
Trondheim - Voll;SN68860;12.02.1999;2,5;5,1;1,3;1
Trondheim - Voll;SN68860;13.02.1999;1,5;4,6;-1,2;0,1
Trondheim - Voll;SN68860;14.02.1999;3,9;7,8;0,4;0
Trondheim - Voll;SN68860;15.02.1999;1,7;4,7;-0,6;0,7
Trondheim - Voll;SN68860;16.02.1999;-1,7;2,2;-3,7;17,1
Trondheim - Voll;SN68860;17.02.1999;-1,4;-0,4;-3;3
Trondheim - Voll;SN68860;18.02.1999;-1,9;0,8;-2,6;1,3
Trondheim - Voll;SN68860;19.02.1999;-0,8;1,8;-4,7;0,7
Trondheim - Voll;SN68860;20.02.1999;-3,1;0,7;-6,9;1,2
Trondheim - Voll;SN68860;21.02.1999;-2;1,2;-5,6;0
Trondheim - Voll;SN68860;22.02.1999;-0,2;2,4;-3;0
Trondheim - Voll;SN68860;23.02.1999;-2,4;-0,1;-3,2;0,3
Trondheim - Voll;SN68860;24.02.1999;-4,6;-2,9;-5,8;0,4
Trondheim - Voll;SN68860;25.02.1999;-3,7;-0,7;-9;0
Trondheim - Voll;SN68860;26.02.1999;0,6;2,6;-1,2;10
Trondheim - Voll;SN68860;27.02.1999;0;3,7;-5,3;4,4
Trondheim - Voll;SN68860;28.02.1999;1,2;4,3;-2,3;0
Trondheim - Voll;SN68860;01.03.1999;0,6;2,2;-1;0,2
